icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
40471f,1669374421,EGMJ,1669375590,EGMJ,GCBMZ   ,2970,388,2568,243,2,8
40471f,1669371695,EGMJ,1669373442,EGMJ,GCBMZ   ,3400,556,3029,251,2,8
406031,1669374336,EGWN,1669377143,EGWN,GHMCA   ,239,131,1446,85,1,5
4072da,1669375036,EGSX,1669375662,EGGW,HLE55   ,2094,92,12505,38,1,4
43c8ee,1669371017,EGOS,1669376219,EGTU,SYS48   ,5135,228,13473,201,1,1
478092,1669373975,ENGM,1669376667,ESGG,WIF1AH  ,1957,97,6788,249,0,2
3c4dd8,1669372581,EDDM,1669375003,EDDC,DLH6CP  ,1183,3,1638,1,0,3
3c6747,1669373318,EDDM,1669375508,LOWW,DLH04Y  ,1383,41,951,60,0,2
4d23cf,1669372653,LEMG,1669375661,LEMP,FJO52R  ,7976,1827,4865,40,0,3
8511a8,1669371131,RJTT,1669373530,RJGG,JAL209  ,3105,126,4942,109,0,0
8834a4,1669370765,VTBD,1669372044,,HSMED   ,4882,774,,,0,0
888095,1669375598,,1669376969,VVNB,VJC148  ,,,23197,1298,0,0
aca99c,1669371871,KSAV,1669374439,KATL,DAL2917 ,3212,358,2548,7,1,21
06a04c,1669372093,OTHH,1669374975,OMDW,QTR3176 ,1872,18,1096,11,1,1
0d0d40,1669371080,MMTJ,1669374746,,VOI490  ,2144,353,,,2,0
31ff28,1669373736,LPEV,1669377052,LIPE,ADM222  ,366,154,19561,206,0,1
342104,1669373371,LEMD,1669375784,LEZL,IBS3950 ,5916,53,6139,148,1,1
344645,1669370811,LEPA,1669374815,LEMG,VLG630R ,2013,113,6857,250,1,0
345613,1669371652,,1669375085,,VOE3817 ,,,,,0,0
39c809,1669372364,LFPN,1669373067,LFPN,FHSAJ   ,9335,201,386,57,0,6
400877,1669371750,EHAM,1669374598,EGLL,BAW431  ,867,10,2685,28,0,5
402f2f,1669373709,EGTB,1669377119,EGBT,GXAVI   ,1032,86,1167,76,1,2
40604b,1669373260,EGHQ,1669376788,EGCC,BEE354  ,616,19,639,13,0,1
45a24f,1669375050,EKHM,1669375940,EKBI,OYHRO   ,13038,137,1798,138,0,1
45a24f,1669371484,EKBI,1669372543,EKHM,OYHRO   ,760,130,13125,121,0,1
481045,1669373439,ESSA,1669375100,,NAFN175 ,2029,117,,,0,0
481045,1669371026,,1669372469,ESSA,NAFN175 ,,,2075,110,0,0
489328,1669375445,EPRZ,1669377278,EPWA,LOT2VH  ,933,7,4494,141,1,1
489328,1669371125,EPWA,1669373128,EPRJ,LOT4YC  ,1948,179,795,12,1,1
47c1c6,1669370635,ENZV,1669373998,ENGM,BNOG    ,39,82,3307,21,0,1
497cd7,1669376306,LPSR,1669377164,LPTN,SPRTN01 ,13505,548,17507,467,0,2
48ad85,1669370430,EDDF,1669375457,EPWA,LOT2EC  ,1100,34,1570,26,1,1
48c22c,1669370493,EPMO,1669375138,EFHK,RYR5QQ  ,6479,619,2984,123,0,2
49d4b1,1669372989,LKZA,1669375751,LKZA,OKMAJ   ,1674,277,1702,307,0,1
3fede7,1669375551,EDAU,1669376457,EDOH,DMZCU   ,7994,503,16947,94,0,1
4b193a,1669372090,,1669377177,LSZH,GSW1PR  ,,,446,58,0,7
4ca204,1669373748,EICK,1669375611,EIME,IRL258  ,105,8,1335,78,0,5
4ca567,1669372874,LEMH,1669375130,LEBL,RYR5GN  ,10931,1134,1856,64,1,1
71c371,1669370836,RKSS,1669372786,,AAR8985 ,753,50,,,2,0
781c4e,1669370950,,1669372067,,CES5635 ,,,,,0,0
84b81c,1669373687,RJOI,1669377449,RJTT,ANA640  ,13391,1902,2874,27,0,2
861ef8,1669372775,RJTT,1669376845,RJOA,ANA685  ,2568,225,14724,689,0,0
867904,1669372176,RJTT,1669375439,RJOO,ANA39   ,3414,286,3085,7,0,2
885966,1669374317,VTBS,1669375182,,TVJ326  ,2922,402,,,0,0
a653fd,1669370403,KDVT,1669372067,00AZ,N507AM  ,189,54,15475,515,1,3
ad876e,1669374660,8NC9,1669376725,KATL,DAL2282 ,5378,1788,2415,22,2,20
e490f1,1669374678,,1669376406,,TAM3454 ,,,,,0,0
e80273,1669373451,,1669374419,SPJC,LPE2407 ,,,10321,415,0,4
14258c,1669372714,,1669375758,UUMO,GZP9612 ,,,4294,63,0,1
32002d,1669374571,,1669375653,LIRA,DRAG140 ,,,37,61,0,4
32002d,1669372981,,1669373600,LIAR,DRAG140 ,,,20682,243,0,0
32002d,1669370958,LIRA,1669372227,LIAR,DRAG140 ,1029,92,20141,251,0,0
40097c,1669370911,LKPR,1669376605,EGLL,BAW855  ,1381,31,2695,28,1,5
440c31,1669372730,LFLL,1669375335,LFBO,EJU189R ,12630,1487,601,91,0,4
49118d,1669372539,EGPK,1669376897,EHLE,NJE353B ,6350,909,1026,64,0,0
3d2288,1669376430,EDKB,1669377397,EDKB,DELIE   ,430,31,511,6,1,3
3d2288,1669372618,EDLH,1669374868,EDKB,DELIE   ,522,71,555,6,0,3
4b1a1d,1669371604,LSGG,1669375825,LEBL,EZS58EG ,895,64,2585,26,1,1
4b1bb4,1669371039,LSZM,1669373245,LSZM,HBKMU   ,1360,56,1402,56,1,4
4ac9e3,1669373604,ESSA,1669377233,,SAS1042 ,1708,72,,,0,0
4c0178,1669372600,LYBE,1669374566,,ASL94K  ,554,71,,,1,0
4ba8e1,1669376233,LTFJ,1669377299,,THY1VR  ,7540,666,,,0,0
4d2234,1669372806,LIME,1669375317,,RYR6VK  ,1814,234,,,1,0
75010b,1669370965,WMKK,1669372915,,AXM717  ,10798,1121,,,0,0
780b20,1669375681,,1669376899,ZGSZ,CSZ9884 ,,,7918,323,0,1
800c39,1669373654,VOBL,1669376124,,IGO969  ,2209,220,,,0,0
7c15ab,1669374278,YMML,1669376209,,RXA3684 ,1348,25,,,1,0
aaf82d,1669371381,KTPA,1669373578,FD38,CNS210  ,1670,197,10344,1548,1,8
c016b4,1669374514,,1669377554,,CFIPN   ,,,,,0,0
401427,1669376443,EGTB,1669377549,EGTA,GAISX   ,2491,284,3174,582,1,8
40428b,1669370793,EGCF,1669375108,EGNU,GBZBF   ,392,57,9477,34,1,5
40735a,1669375170,EGSR,1669377130,EGSR,GOALP   ,542,60,1993,83,1,4
406c83,1669372713,EGPD,1669374657,,BHL51F  ,52,117,,,0,0
4405cb,1669370577,,1669371671,LOWS,OEXCU   ,,,1591,65,0,0
45ac45,1669374157,EKCH,1669377327,ENGM,SAS78L  ,757,20,2970,9,0,1
497cb5,1669374846,LPBJ,1669375932,LPBJ,29705   ,2051,194,2753,225,0,0
3e120a,1669373364,EDTM,1669374146,EDNE,CHX22   ,13614,17,9310,134,1,9
3e120a,1669370775,EDNE,1669371710,EDTM,CHX22   ,9641,134,13631,17,1,2
4ca622,1669372505,EGSS,1669375480,EHBK,RYR53K  ,1043,99,1825,30,0,4
71bf06,1669370485,,1669373202,RKSS,KAL1296 ,,,2337,20,0,4
8013f0,1669375241,,1669376848,,IGO128  ,,,,,0,0
800b82,1669373592,,1669376396,VIDP,SEJ8160 ,,,2958,8,0,1
885108,1669370635,VTBS,1669371319,,THA409  ,4096,417,,,0,0
896317,1669372401,OMDB,1669375283,,UAE809  ,1075,18,,,0,0
896515,1669372582,OMDB,1669377353,,FDB849  ,1108,26,,,0,0
7c1b07,1669375420,,1669376974,YPJT,FMH     ,,,1028,7,0,2
7c6ae2,1669371319,YSTW,1669375418,YBBN,VEC     ,855,25,1863,3,0,2
a4fd0e,1669376090,KFLL,1669376797,,N420QS  ,2478,378,,,1,0
e49374,1669372721,,1669374589,,PRRDG   ,,,,,0,0
00a96d,1669374521,,1669376552,FACT,ZSPRG   ,,,219,61,0,3
342106,1669373251,LEMD,1669376818,LEBL,IBE30TG ,7325,191,2429,26,1,1
344449,1669373113,LEMD,1669376847,LPPT,IBE31YZ ,4775,60,2010,113,1,4
440ce8,1669374025,LOIH,1669375514,EDNL,OEAKM   ,2194,205,2312,53,1,3
3e0a36,1669373974,,1669374744,EDSL,BPO242  ,,,7172,262,0,5
4a95eb,1669372745,ESOW,1669375201,ESOW,SEEOK   ,4709,466,9370,389,1,3
4ca800,1669372989,,1669376386,LIRF,ITY1724 ,,,6446,34,0,4
71c098,1669371141,RKSS,1669373054,RKPE,TWB9017 ,274,20,15216,1894,2,2
750206,1669370600,,1669372406,,MAS865  ,,,,,0,0
7583d1,1669370701,,1669373698,RPLL,CEB888  ,,,2406,15,0,1
7584f2,1669373349,,1669375298,RPLL,GAP2048 ,,,2418,15,0,1
780b1d,1669372050,ZGSZ,1669372738,,CSZ8955 ,4806,598,,,0,0
800b62,1669373550,,1669376181,VIDP,AIC216  ,,,1447,8,0,2
885968,1669372689,VTBS,1669373685,,TVJ352  ,3399,478,,,0,0
8881c0,1669371123,,1669372589,,BAV1241 ,,,,,0,0
a426a5,1669375114,KFSD,1669377321,KMSP,DAL2549 ,3196,417,990,81,3,9
e0b0c5,1669373640,SAEZ,1669375058,,FBZ5100 ,1172,28,,,2,0
e47fe2,1669374708,,1669375626,SBCB,PRLCR   ,,,2167,122,0,2
e47fe2,1669371003,SBCB,1669371971,,PRLCR   ,1228,69,,,1,0
e48db2,1669370529,,1669373429,SBMT,GLO1423 ,,,7129,550,0,2
e8060b,1669373996,SPJC,1669374869,,JAP7033 ,1505,270,,,3,0
150601,1669372380,ULKK,1669373803,,OAO542  ,529,101,,,0,0
3848bd,1669371030,,1669372058,LFXU,FJCGD   ,,,4248,270,0,8
39be68,1669371084,,1669372555,LFHZ,FHPTI   ,,,18871,745,0,1
40117f,1669370808,EGBM,1669374172,EGNO,GBFXW   ,585,56,4835,257,1,2
4012d2,1669372217,EGPF,1669374309,,BVVK    ,610,83,,,0,0
401709,1669373980,EGCB,1669376669,EGCB,GAVMD   ,276,38,355,15,0,1
40189a,1669372837,EGTK,1669377494,LFAK,GJMIA   ,287,9,10978,892,0,2
400afd,1669372056,,1669377433,EGLL,BAW351  ,,,2410,2,0,5
40557f,1669376311,,1669377068,EGPE,WDG64   ,,,15068,554,0,2
4079d1,1669371823,EDDF,1669376149,EGLC,CFE64Q  ,708,42,40,28,1,5
3c4d6a,1669374395,EDDF,1669377045,LSGG,DLH5AW  ,4120,102,817,64,1,3
4b4485,1669372742,LSZX,1669374316,LSZX,HBZYR   ,3010,193,20239,429,2,5
4b4485,1669370478,LSPV,1669371593,LSZX,HBZYR   ,9778,629,2193,132,0,2
71c312,1669373387,,1669376149,RKSS,KAL1302 ,,,2413,27,0,4
7583f8,1669375133,,1669377199,RPLL,CEB582  ,,,2114,22,0,1
780747,1669374937,,1669376688,ZGSZ,CSN3452 ,,,6670,239,0,1
8013b3,1669372593,VABM,1669375733,VOTP,SDG153  ,562,26,10888,579,0,0
800bde,1669374127,,1669377382,VOBL,SEJ532  ,,,3063,30,0,2
8466a0,1669371973,RJCC,1669375195,,JJP118  ,3383,508,,,1,0
845daa,1669371643,,1669372825,RJGG,ANA308  ,,,5828,163,0,0
89658c,1669376481,,1669377554,OMUQ,A6RAK   ,,,16398,190,0,2
7c5301,1669371157,,1669373157,YBBN,QLK411D ,,,1080,3,0,2
7c6c2d,1669375636,,1669377344,YPPH,VOZ1438 ,,,1260,12,0,2
7c7bd8,1669371000,YMML,1669373756,YSCB,QJE1528 ,1286,40,966,26,1,1
a010ac,1669372295,KBUF,1669375617,KEWR,LN103JL ,745,136,299,28,2,5
aa974f,1669373831,KCMH,1669377074,KBWI,SWA1414 ,589,19,1285,14,0,5
ad7bdf,1669372143,KCVG,1669375738,KBWI,SWA2454 ,2361,39,1306,14,2,5
06a061,1669372355,OTHH,1669375195,OMDW,QTR3184 ,1027,26,1066,11,1,1
3571c7,1669370528,LELC,1669374515,LELC,MRL24   ,439,79,1086,71,0,1
3991e7,1669373294,EGBB,1669376775,LFPG,AFR62XJ ,119,7,5489,10,0,8
40474e,1669371726,EGSH,1669372988,EGSH,GEEGU   ,6184,741,15733,551,0,0
404f24,1669374811,EGLS,1669376694,EGHA,GZAVI   ,12291,537,39,49,0,2
404f24,1669371075,EGHS,1669371805,EGHA,GZAVI   ,375,33,9802,453,1,3
440c41,1669370932,LOWS,1669373187,EDME,OECPA   ,269,3,7374,413,0,5
468e45,1669374090,LGAV,1669374959,,SEH212  ,8331,1262,,,0,0
47a7a8,1669374834,ENBR,1669376980,ENGM,NOZ617  ,621,138,2943,17,0,1
48c241,1669372281,EPKW,1669375907,EPKW,SPRTB   ,629,149,623,164,0,2
49d252,1669371011,LKKU,1669373710,LKKU,DEBDA   ,2694,485,5044,539,0,3
3c64ac,1669371303,EDDB,1669374079,EDDF,DLH8NC  ,4382,32,3112,42,0,5
3c6655,1669374123,LHBP,1669376075,LDZL,DLH9923 ,1738,47,5814,1661,0,3
4b4424,1669371175,LILN,1669372956,LSZL,HBZUY   ,14602,259,2882,373,0,2
4baa13,1669370671,LTFM,1669372403,,THY3VK  ,5163,632,,,0,0
4d2244,1669372833,EBCI,1669377323,LIRP,RYR6KM  ,1363,247,11740,1750,2,1
4ca4f4,1669370460,LFOB,1669375339,EIDW,RYR5WM  ,5174,995,270,10,0,4
4ca8f0,1669371225,LIRQ,1669372769,LIRF,ITY1678 ,6166,1107,6513,34,0,4
86d215,1669371935,RJTT,1669374985,,SNJ65   ,3297,309,,,0,0
86d259,1669371755,,1669375237,RJTT,SNJ64   ,,,2973,12,0,2
86d974,1669371630,,1669375368,RJAA,JAL088  ,,,15157,1778,0,1
a255b0,1669370855,EHLE,1669374400,EHMZ,N25FP   ,2111,186,2561,104,0,0
343650,1669373176,LEPA,1669374448,LEIB,ANE31DT ,1625,128,7655,289,1,0
345553,1669376735,,1669377444,LEMT,FSM729  ,,,2717,129,0,2
345553,1669372918,LECU,1669374179,LEMT,FSM729  ,107,66,29158,944,1,0
345597,1669374004,LEMD,1669376991,GMTT,ANE98WL ,5374,15,14865,1840,1,0
400cc3,1669372038,,1669374618,EGNE,GAZWY   ,,,2369,94,0,5
4047cc,1669373792,EGLM,1669375612,EGLM,GCEEU   ,5074,455,1553,226,0,8
407846,1669371607,,1669376381,EGWC,GCLFA   ,,,16557,153,0,2
406aa9,1669370993,EGTK,1669377418,EGTK,EXM18   ,265,32,1372,39,0,6
489785,1669372624,EDDH,1669376759,EPWA,LOT4AE  ,1005,29,1764,11,0,1
4b377d,1669372747,LIML,1669376778,LFPB,HUE007  ,247,8,909,20,1,9
71bf45,1669372620,RKSS,1669374416,RKPE,ABL8873 ,702,65,9114,1475,2,2
801503,1669374017,,1669376687,,IGO5317 ,,,,,0,0
884212,1669374683,VTBS,1669375491,,BKP171  ,2213,417,,,0,0
e480db,1669371600,,1669376505,SBBR,GLO1444 ,,,1240,44,0,2
e49890,1669373960,,1669376579,SBSP,GLO1541 ,,,7722,318,0,3
e8026f,1669375579,SPJC,1669377089,,LPE2302 ,1736,224,,,3,0
142af9,1669376359,,1669377268,,MMM9603 ,,,,,0,0
400834,1669370971,EHAM,1669373399,EGKK,BAW2759 ,867,18,6158,250,0,2
43c8e6,1669376659,EGOE,1669377411,EGOE,SYS90   ,10800,160,11288,107,0,4
44a00f,1669370530,EBAM,1669374494,EBAM,OOH83   ,1246,198,857,53,0,6
471f9f,1669372544,EPGD,1669376979,EDLW,WZZ803  ,862,34,227,30,0,4
481046,1669371879,EGMD,1669375797,EGDY,NAFN195 ,10777,285,3085,236,0,3
494114,1669374094,ESSA,1669374929,ESSB,NJE174H ,1827,79,638,67,0,1
3d24f8,1669375515,EDLN,1669377236,EDLN,DEMGE   ,778,38,1181,0,0,3
4ca568,1669370688,LGTS,1669372615,,RYR69LR ,666,46,,,1,0
71bf29,1669375771,,1669376915,,ABL8118 ,,,,,0,0
75807f,1669370948,RPLL,1669372548,,GAP2135 ,779,7,,,1,0
7805fe,1669371243,ZGSZ,1669371897,,CSN3209 ,5088,613,,,0,0
781852,1669371881,ZGSZ,1669372517,,CSZ9887 ,4061,582,,,0,0
781973,1669371674,ZGSZ,1669372284,,CSZ9517 ,3960,666,,,0,0
800b61,1669372477,,1669376549,VOMM,AIC572  ,,,3018,90,0,1
84b7b6,1669370580,,1669372307,RJTT,ANA322  ,,,4629,19,0,1
7c6de0,1669371335,YMML,1669377341,YBBN,QFA636  ,2078,17,1425,19,1,2
7c7cd1,1669370610,YSSY,1669374389,YBBN,JST824  ,2459,16,1868,11,0,2
a3cd58,1669370707,KROC,1669373764,KBOS,DAL2726 ,382,35,3439,115,1,3
a63d6f,1669375419,SBVT,1669376060,,PPVRO   ,1099,19,,,0,0
a63d6f,1669372013,,1669373964,SBVT,PPVRO   ,,,747,19,0,1
a85e6e,1669374979,KOSH,1669376389,KMKE,WIS900  ,1518,119,1345,37,7,10
a9c57c,1669371350,,1669373056,,FDX1479 ,,,,,0,0
acb963,1669372143,KJFK,1669374198,KJFK,N919PD  ,9692,49,10028,11,0,2
e4805d,1669370454,,1669373637,SBMT,TAM3409 ,,,4407,741,0,2
0a4009,1669370752,,1669371387,,7TVPC   ,,,,,0,0
407573,1669373441,EGPF,1669376489,EGGW,EZY12KB ,640,91,320,30,0,5
47ba0d,1669373703,ENGM,1669376094,ENZV,SAS55D  ,2876,379,8140,372,0,0
4a3716,1669373169,LSPV,1669375128,LSZC,YRMXV   ,12238,332,2935,449,0,5
4a3716,1669371036,LSZC,1669371659,LSPV,YRMXV   ,12359,1402,12242,332,0,5
4d2228,1669372507,LIME,1669376589,LIBD,RYR3PJ  ,2270,272,1863,31,1,0
4ca61c,1669370640,EGKK,1669374219,EIDW,RYR5XL  ,1356,189,211,2,1,4
702054,1669371753,,1669372415,,S2AIA   ,,,,,0,0
702098,1669372074,VGTJ,1669373087,VGBR,UBG175  ,3726,701,10079,526,2,0
85e27c,1669373510,RJOO,1669375979,,ANA529  ,1248,91,,,0,0
8832b9,1669376079,VTBD,1669376917,,TLM746  ,4669,599,,,0,0
888185,1669373419,,1669374809,,HVN1577 ,,,,,0,0
a8872c,1669371366,,1669377170,KSAT,FDX1416 ,,,2917,81,0,13
a8ffa1,1669376332,KHYA,1669377175,KACK,KAP6251 ,861,90,1687,39,0,2
ab7e80,1669371690,KMKC,1669374317,KSUS,GLT84   ,4051,637,2018,3,0,9
adde69,1669371612,LFPB,1669376342,EDMO,N993GL  ,324,32,1636,14,3,5
e06442,1669371126,SABE,1669372370,,ARG1528 ,1131,63,,,0,0
e49155,1669373993,SBCB,1669374778,,PRBGZ   ,1382,145,,,1,0
e49232,1669371698,SBKP,1669373297,,AZU2090 ,4336,382,,,0,0
e8032c,1669373801,,1669377138,,SKU620  ,,,,,0,0
0d0c44,1669376031,,1669376895,MMMX,VIV1141 ,,,17085,772,0,1
300703,1669374910,,1669377195,LIPE,IOZZC   ,,,19136,358,0,1
3008bd,1669372983,LIRA,1669376608,LIAQ,ITFAG   ,430,69,6025,1474,0,0
40666a,1669370520,EGAA,1669374386,EHAM,EZY59BX ,3452,634,5991,11,0,0
405a76,1669372260,EGUB,1669373234,EGHI,GTVLY   ,1277,113,14861,489,1,5
440cc7,1669374559,LFBT,1669376629,LFBD,OEIBP   ,1667,202,2528,26,1,2
3d0fcc,1669373373,EDMA,1669374371,EDMA,DEEFS   ,298,4,1013,4,0,1
3e120d,1669372237,EDRI,1669372852,EDFM,CHX77   ,7350,15,9102,20,1,10
3ff329,1669372646,EDQN,1669374728,EDQN,DMPUT   ,875,61,1383,84,0,3
4ca625,1669371690,LEPA,1669377187,,RYR845M ,2137,106,,,1,0
71c396,1669371553,,1669373786,RKSS,ABL8824 ,,,2907,58,0,4
800cfb,1669375483,VOBL,1669377565,,IGO7162 ,2043,198,,,1,0
87339a,1669372596,RJFF,1669376958,RJTT,ANA268  ,2809,195,3646,50,0,2
880458,1669375385,VTBD,1669376397,,AIQ3110 ,4547,538,,,0,0
7c6ae5,1669370430,YSSY,1669372768,YSCB,VOZ672  ,609,31,254,26,0,1
a7cb78,1669373528,,1669376092,KONT,FDX802  ,,,741,112,0,6
acf8bd,1669371618,,1669374789,KROA,FDX1451 ,,,440,38,0,6
e490c3,1669374380,,1669377598,,TAM3206 ,,,,,0,0
346193,1669371050,LFST,1669374537,LFNG,VOE54ZM ,3272,470,7345,562,1,1
401292,1669375099,EGBW,1669376295,EGBK,GSLNT   ,260,81,2420,250,1,2
407793,1669373100,EGAA,1669375493,EGBB,EZY193  ,3355,665,655,15,0,2
440a05,1669374321,LFPB,1669376880,LSZH,JPV284  ,101,35,1131,65,3,7
48563d,1669374935,EDLD,1669376939,EDWO,PHVTB   ,786,55,208,18,0,5
48563d,1669371436,EHTE,1669373150,EDLD,PHVTB   ,1617,291,684,17,0,5
3c4dc9,1669370657,EDDM,1669375128,EKBI,DLH5LA  ,1417,18,2685,107,0,1
3e1687,1669372652,EDVY,1669373398,EDXG,CHX13   ,14440,229,14342,88,0,3
4ba91a,1669373553,,1669375662,LTFM,THY7LA  ,,,6594,350,0,2
76cda7,1669375401,,1669376399,,SIA126  ,,,,,0,0
7804b3,1669371241,,1669374436,ZGSZ,CES2937 ,,,5549,194,0,0
867f8a,1669370521,,1669374345,RJAA,JAL876  ,,,21548,2174,0,0
899053,1669372957,RCSS,1669374853,RCQC,UIA8625 ,2395,322,25614,1576,0,0
899130,1669374048,RCSS,1669374689,,UIA8977 ,790,162,,,0,0
a54c0c,1669373345,,1669374748,VVGL,N440QS  ,,,27590,2423,0,0
a8e0a5,1669374588,KMCO,1669376882,KFLL,NKS195  ,1906,229,4173,157,1,4
ab04e6,1669374542,KAGS,1669376578,KATL,SKW4534 ,4679,382,2647,14,1,20
acbea2,1669376129,IN93,1669377315,KORD,SKW5768 ,3654,1155,1765,52,5,4
e482c0,1669370611,,1669372781,,GLO1510 ,,,,,0,0
155c15,1669370980,LTFM,1669372764,,SDM6730 ,5006,495,,,0,0
3444c8,1669372802,LIRF,1669374323,,VOE14NN ,613,49,,,0,0
39e687,1669371240,LFRS,1669373951,LFPG,AFR82LA ,6530,993,2193,2,0,8
40281e,1669371086,EGLP,1669372737,EGBT,GARHB   ,12295,522,3931,244,0,2
406792,1669375701,EGBL,1669377380,EGCW,GRVAH   ,7096,97,2233,538,0,0
4070de,1669372855,EGTF,1669375427,EGJJ,GOTPL   ,768,67,553,61,0,0
407760,1669372428,EGHP,1669376218,EGHP,GWAFI   ,1597,274,2993,129,0,6
44043e,1669373233,LOWG,1669376605,LOWG,OEAMS   ,425,65,443,65,0,1
4855a3,1669373929,EHEH,1669375166,EBOS,PHCJM   ,447,129,9044,369,0,2
4898c6,1669373370,LOWG,1669377179,LHPR,SPGGG   ,745,65,1782,53,0,0
4952c7,1669371602,LPPT,1669373390,LPFR,TAP07RC ,45,68,362,113,2,0
3c6749,1669370670,EDDH,1669373937,EDDM,DLH5E   ,572,6,3087,41,1,3
3e0686,1669376642,EDSB,1669377439,EDSB,DHTRA   ,1305,43,1210,66,1,4
4b0f0b,1669370699,LSZC,1669371622,LSZC,P225    ,3914,678,2612,60,1,5
75020f,1669372114,,1669374624,,MAS795  ,,,,,0,0
842194,1669372765,,1669377222,RJTT,ADO68   ,,,4614,12,0,1
8832a8,1669374819,VTBD,1669375439,,TLM610  ,5581,561,,,0,0
e0658f,1669372585,SABE,1669373364,,ARG1764 ,1391,131,,,0,0
e48aff,1669372416,,1669374893,SBSP,GLO1301 ,,,7958,333,0,3
e80258,1669373260,SPJC,1669374019,,LPE2190 ,1468,217,,,3,0
e80335,1669370794,SPJC,1669372512,,SKX5224 ,1925,270,,,3,0
008de1,1669370466,FAOR,1669377257,FACT,        ,3509,81,23,76,2,3
406ca0,1669372772,EGML,1669374369,EGSC,HLE88   ,4186,4,1119,54,1,7
4408f6,1669375749,LOAU,1669377208,LOAU,OECBR   ,2915,278,3737,248,1,1
49520f,1669371254,LPPT,1669374479,LEMD,TAP1026 ,69,83,640,128,2,3
49d304,1669374763,EGLF,1669376261,EGTK,TIE50FH ,171,178,1862,54,2,6
4b0ca8,1669372105,LSPN,1669372744,LSPN,HBEUQ   ,2934,321,1929,367,1,6
4ba8c6,1669370921,LTFJ,1669376438,LLBG,THY2AU  ,4590,537,5542,248,1,5
4bce08,1669376353,,1669377498,,SXS7V   ,,,,,0,0
8013db,1669370940,VIDP,1669375064,,IGO5603 ,3380,37,,,1,0
86d1f3,1669374032,RJGG,1669376565,,SNJ117  ,1912,64,,,0,0
86ec40,1669373019,RJCH,1669377468,RJTT,ANA558  ,14002,1645,4628,4,0,1
7c6acd,1669372441,YMMB,1669377300,YMMB,VDR     ,651,22,1277,22,0,0
7c7a46,1669371082,YMML,1669376895,YBCG,VOZ761  ,2084,10,2432,62,1,1
a066c7,1669370856,,1669375204,KBWI,FDX1482 ,,,853,29,0,5
a7dc8f,1669372954,EGTR,1669374209,EGTD,N60526  ,1376,142,5717,374,2,3
a7f432,1669373486,KFME,1669374836,KFME,N611TV  ,1192,137,275,53,1,6
151d8d,1669371489,UUEE,1669377087,,AFL1402 ,2246,153,,,0,0
151e6a,1669373135,,1669376420,UWKD,NWS1468 ,,,22848,1497,0,0
384e7d,1669372413,LFAW,1669374473,LFAW,FJDFG   ,8442,99,7933,99,0,3
3921db,1669372928,LFPM,1669373874,LFFB,FPECV   ,2415,197,4280,252,0,3
38fedc,1669374679,LFPL,1669376395,LFAR,FJJCR   ,929,126,22025,591,1,3
39e4d2,1669370832,,1669375258,LFPO,CCM37FH ,,,1512,58,0,8
407b95,1669370728,EGJJ,1669374266,EGNV,GMA054  ,328,29,3845,207,0,1
43ee26,1669372113,EGMD,1669373242,EGKB,2CAMP   ,3110,750,1493,7,0,4
48ad84,1669370536,EPWA,1669373788,EVRA,LOT7LK  ,1876,148,4155,72,1,3
4ca764,1669372635,LIRF,1669375307,,RYR8QM  ,1396,125,,,0,0
781652,1669372186,,1669375138,ZGSZ,CES5351 ,,,8822,377,0,2
801408,1669370852,,1669373542,VIDP,VTI628  ,,,2966,7,0,1
8880e0,1669372658,,1669373903,,HVN261  ,,,,,0,0
7c1c49,1669372955,,1669374203,YPAD,FD538   ,,,1255,39,0,3
a054fa,1669375539,TJMZ,1669377224,TJSJ,KAP87   ,7660,448,4725,210,0,1
a1e14a,1669374535,KCVG,1669377419,KORD,ABX797  ,825,16,1428,82,1,5
c05001,1669374270,,1669375826,CYHZ,A7878787,,,1777,69,0,1
e48057,1669375016,,1669377149,SBMT,PTLIV   ,,,8505,345,0,3
e491df,1669375330,,1669376315,,AZU4826 ,,,,,0,0
0090c5,1669370887,FAYP,1669372336,FAYP,ZTHOT   ,6639,15,6711,15,0,2
02a190,1669370561,LIMC,1669374179,,TAR757  ,407,43,,,2,0
300738,1669372033,EDDM,1669375228,LIRQ,DLA7EV  ,2395,3,15361,749,0,0
300815,1669373493,LIRU,1669377084,LIRU,IDADN   ,268,24,890,16,0,3
34658a,1669373893,,1669374718,LELL,ECNIK   ,,,267,71,0,1
407c89,1669372409,EGPD,1669376935,EIDW,LOG25JD ,375,155,1350,17,0,4
407e87,1669374840,EGLK,1669375885,EGLK,GCMKJ   ,1314,144,1538,83,2,7
407e87,1669372579,EGLK,1669373503,EGLK,GCMKJ   ,1743,205,1316,83,2,6
43ea6d,1669370614,LSZA,1669374496,LFPB,MNTOS   ,226,42,1811,24,0,9
48adac,1669371039,EPWA,1669375823,LROP,LOT6LT  ,2139,141,1626,18,1,2
7020a3,1669372920,VGZR,1669375828,VGCB,UBG157  ,4939,623,2159,103,2,0
80148f,1669372690,,1669376993,,IGO52T  ,,,,,0,0
800cec,1669372092,,1669374426,VECC,IGO6038 ,,,186,17,0,2
